user_name,text,place_name,country
PanPanizo,"@Lalegion_es El matriarcado no podemos con esas pavas y pavos de la escala social,  yo no les soporto más 
Se haga… https://t.co/ZPorFdFuWf",León,ES
Valdemorodigita,https://t.co/Hds4Nv4MvU #Valdemoro 🔸Izquierda Unida exige que el gobierno municipal de Valdemoro rectifique en su d… https://t.co/wLIGxjT7sK,Valdemoro,ES
PanPanizo,"@ARPolicias El matriarcado no podemos con esas pavas y pavos de la escala social,  yo no les soporto más 
Se haga c… https://t.co/F84tXZQg1t",León,ES
PanPanizo,"@CPU_Police El matriarcado no podemos con esas pavas y pavos de la escala social,  yo no les soporto más 
Se haga c… https://t.co/3l6T0kZt80",León,ES
abecarub,"@RuquiEs @lolasegurado Así es¡!! El gobierno ha pecado de confiar en los padres y todos,por desgracia,no han cumpli… https://t.co/HjOIEwM9ln",Jaén,ES
PanPanizo,"@AUGC_Comunica El matriarcado no podemos con esas pavas y pavos de la escala social,  yo no les soporto más 
Se hag… https://t.co/o9fa7AZH8R",León,ES
Ignacio55422161,Este sería GB de Casado,Zaragoza,ES
PanPanizo,"@UMEgob El matriarcado no podemos con esas pavas y pavos de la escala social,  yo no les soporto más 
Se haga cargo… https://t.co/MBDixyThPn",León,ES
PanPanizo,"@ufpol El matriarcado no podemos con esas pavas y pavos de la escala social,  yo no les soporto más 
Se haga cargo… https://t.co/fn1SkLQWSM",León,ES
PanPanizo,"@UnionGC El matriarcado no podemos con esas pavas y pavos de la escala social,  yo no les soporto más 
Se haga carg… https://t.co/TKndBe06a0",León,ES
PanPanizo,"@UnionOficiales El matriarcado no podemos con esas pavas y pavos de la escala social,  yo no les soporto más 
Se ha… https://t.co/N4VZzTd4Kn",León,ES
javier_olaeche,"@Rakelmarkos El plan alternativo era también con el Delegado del Gobierno en Madrid, el Alcalde de Madrid y el Card… https://t.co/2oAUGsOMm3",Madrid,ES
PanPanizo,"@GUBCNCSIF El matriarcado no podemos con esas pavas y pavos de la escala social,  yo no les soporto más 
Se haga ca… https://t.co/lyTjXKL2J4",León,ES
m_peli,"La inútil corructa de Esperanza Aguirre intenta dar lecciones al gobierno.
Que ascazo de derecha

Última hora sobre… https://t.co/ljyz6xm18K",Santa Coloma de Gramenet,ES
PanPanizo,"@colectivoanemoi El matriarcado no podemos con esas pavas y pavos de la escala social,  yo no les soporto más 
Se h… https://t.co/s68qebtKp8",León,ES
PanPanizo,"@militaresantifa El matriarcado no podemos con esas pavas y pavos de la escala social,  yo no les soporto más 
Se h… https://t.co/chgEGeOYOR",León,ES
PanPanizo,"@Alicantweet El matriarcado no podemos con esas pavas y pavos de la escala social,  yo no les soporto más 
Se haga… https://t.co/PxjxfhuV6H",León,ES
PanPanizo,"@jennermostoles El matriarcado no podemos con esas pavas y pavos de la escala social,  yo no les soporto más 
Se ha… https://t.co/PEoonAx0TC",León,ES
DaviLnk,"Por lo menos podemos viajar con el paladar. 

Vieiras a la plancha en versión jurrichera. 
.
. 
.
#foodie #seafood… https://t.co/Rc5FL7NiTV",Talavera de la Reina,ES
AniitaGRR,las medidas de protección que podemos tanto fuera como dentro de nuestro centro de trabajo. Estoy harta de ver cómo… https://t.co/oytBIDVvLS,San Sebastián de los Reyes,ES
fuentedelateja,No ves q Iglesias y Sánchez los han subvencionado a todos. Pa q trabajar.,Valencia,ES
angeeles013,El Gobierno deja salir a los niños en una jornada 'marcada' por la irresponsabilidad de sus padres https://t.co/xYBB8JkaMv,Palma,ES
cachitopucela,"@miguel_husky10 El gobierno no tiene la culpa de que la gente sea gilipollas.
Poco a poco hay que ir saliendo de ca… https://t.co/fiLBWnkn1M",Valladolid,ES
jacquiperezla,#aplausossanitarios la OMNS da la enhorabuena al gobierno y el facherio rancio pide que #SanchezSalDeLaMoncloa si s… https://t.co/LL8Lr4KCuC,Valladolid,ES
Byakuel23,@HllH_Abaddon @Cabramaravilla Porque el gobierno es responsable y lo permite. Igual que el 8M y demás aglomeracione… https://t.co/BgxZH1133M,Zaragoza,ES
Alvaro_RBB1907,"@J_castillo_f @ElTinteroVB El gobierno ha cometido muchísimos errores, pero que salgan a la calle el padre y la mad… https://t.co/bT30zpzVTV",Sevilla,ES
angeeles013,El Gobierno dejará a los musulmanes «finalizar el rezo en la vía pública» para «evitar alteraciones del orden»: https://t.co/5tYrcYNa7s,Palma,ES
felisaodasilva,"El dinero prometido por el Gobierno lleva tarde y a cuentagotas. 

https://t.co/vQgQ7Us2kN",Figueres,ES
miriamdlp20,Y usted como madre no cree que la culpa es de los irresponsables de los padres?? Echáis la culpa a gobierno porque… https://t.co/Cv5v7dpLjz,Madrid,ES
KoBu_rn,Cuando prolonguen la cuarentena la culpa será del gobierno de izquierdas no?,Barbastro,ES
stef_nina,"En casa entramos en cuarentena y ni a comprar podemos ir por un error del hospital donde mi mamá trabaja, asiq nos vemos🤦🏾‍♀️",José Carlos Paz,AR
Andoolblu,A ver qué me quede claro. Para la Derecha y ultra derecha cuando en Murcia o Andalucía van “mejor” con el tema Coro… https://t.co/t5mKhaO2Uu,Madrid,ES
JavierAbascal1,@ale_neo_ El gobierno es una basura. Pero los ciudadanos que hacen las payasadas de hoy son iguales.,Sevilla,ES
mjimen48,"@elespanolcom Eso lo dice basándose en la mala gestión de la derecha en la CA de Madrid o en Andalucía, verdad??… https://t.co/9vkBh1opaZ",Madrid,ES
felisaodasilva,"El dinero prometido por el Gobierno llega tarde y a cuentagotas. 

https://t.co/vQgQ7Us2kN",Figueres,ES
JesusAGomezM,"@Garza_RZCD @ArturoVilla_ Un gobierno debe gobernar por encima de las críticas, el gobierno está para gobernar no p… https://t.co/obL5ppEyHP",Sanlúcar de Barrameda,ES
REMALEFICA,"@tortondo @Panik81 Es el gobierno quien usa a los muertos de la pandemia. Que por cierto, no son trozos de carne, s… https://t.co/fWVlXYVwzG",Barcelona,ES
casaparra9,La psicópata facha y los palmeros que la jalean. Qué bella historia.,Gata de Gorgos,ES
edvardeus1,"Todo sea por contrariar al gobierno, seguro que el PSOE ilegaliza el matrimonio homosexual y van ellos detrás a leg… https://t.co/KrHV4lKcG2",Jerez de la Frontera,ES
elennamorales,"Podemos echar la culpa al gobierno de todo lo que queráis, pero aquí los irresponsables son los padres, que además… https://t.co/KnMBvMG6zx",Teruel,ES
fbc_1988,"@PercevalT @SanGomezLopez Míralos, desobedeciendo al Presidente del Gobierno xD",Móstoles,ES
marinamgl,La culpa es del gobierno por no saber que tenemos las neuronas justitas para no cagaros encima.,Valencia,ES
mariamarquezgui,@_InakiLopez_ Luego si se uerbe  a tras la culpa la tendrá el gobierno,Sevilla,ES
frescoyseco,Llevo semanas intentando aguantarme la bilis sobre las medidas del Gobierno en materia de #educación. El estupor en… https://t.co/ZoGhgrpAFN,Madrid,ES
jean_steffe,@almosa75 Si pero pasado podemos cambiar 😉 https://t.co/NvyJIMr4ky,Alhaurín de la Torre,ES
escipiohispalis,"Esto ya es buenísimo, los  Podemos fans identificando a los incumplidores con desafectos al gobierno. Razón: sus pr… https://t.co/VRXWiqVzIS",Madrid,ES
roblesarranz,"La extrema derecha ya no respeta nada, ni siquiera el aplauso de las 20:00 h. Como dijera Zerolo: “En su modelo de… https://t.co/BmpKP8KgQR",Madrid,ES
manuelabarral,Esta tipejo no tiene vergüenza...ya tiene q estar mal el PP para sacar sejantes cadáveres políticos a decir tantas… https://t.co/7grLIoiLGY,Huelva,ES
pakoelperro,"@hcitool @RubenSanchezTW Si lo hace uno de podemos esta noche tenemos Hastag y cacerolada, denuncia en la fiscalia y ríos de bilis.",Córdoba,ES
melow_juanan,@Maanulpz Pero no podemos salir a la calle,Andújar,ES
EULOGIO_CARMONA,@Cazatalentos Yo creo que algo de miedo tienen en el cuerpo esta derecha corrupta.,Mataró,ES
Daniel_Sanz_C,"El gobierno quiere echar los 23.000 muertos a los que hoy hemos sacado a nuestros niños.

#SanchezSalDeLaMoncloa
#SanchezQueremosTest",Madrid,ES
manueluchi,Ehhhhh!!! la de Malta me recuerda a Susana Díaz del PSOE 😂 #MaratonESC2004,Galapagar,ES
Monchodubert,"@Mejor_con_Vox Lo que hay que saber es si el gobierno lo permitiría,son tan dictadores que no nos podemos fiar.",Santiago de Compostela,ES
Akitxu,🚨 La semana pasada el Gobierno “que escucha” escuchó y rectificó. Espero levantarme mañana con un Gobierno que adem… https://t.co/NEMu5b1AJu,Madrid,ES
Raquel_Mateor,Este pavo sería capaz de culpar a psoe y podemos hasta de que caiga un meteorito,Valladolid,ES
EULOGIO_CARMONA,"Si según #Maroto #PabloIgleias es el culpable de 5000 muertes en Madrid, hacemos un trato, a Iglesias que lo juzgue… https://t.co/2kolqGqvur",Mataró,ES
dan_0316,@Santi_ABASCAL @MariaFdaCabal Ud se pasa de subnormal citando a este facha no? 🤦🏻‍♂️,Madrid,ES
Alba12860,"@DineroNuevo @SWRFernando Eso es ya cosa del gobierno que lo está haciendo no todo mal sino peor que mal, privan lo… https://t.co/UGNvbH98eK",Manresa,ES
nuquica,"@pablocast13 Que buenos son los del gobierno que nos dejan salir, pero que buenosssssssss",Zaragoza,ES
Manuel63674643,@JeffreyGuterman @realDonaldTrump Yo tengo también dos uno  en el wáter y otro en el tigre pero de Abascal aqui en España,Figueres,ES
Raquel_Mateor,"@Pereira_Hugo_ Qué pesado, macho. Serías capaz de echar la culpa al psoe hasta de que caiga un meteorito.",Valladolid,ES
launipes,@Viczuri @ATCoco2017 Creo qué el Gobierno se equivoca una vez más y solo puedo decir qué los errores se pagan y muy… https://t.co/yEXsUPDeon,Calasparra,ES
koly1968,#LoEstamosConsiguiendo imagino que este programa pagado por el gobierno lo tendréis que repetir varios meses más ad… https://t.co/ZpFJO4rc2c,Sevilla,ES
strigom_1995,"Cuarto golpe estado, quién será el siguiente, mi apuesta es Abascal de nuevo",Alcorcón,ES
xxfreire,"@Panik81 Eso o se van a la playa todos juntos. 

By: una concejala de vox Sant Joan Alicante

@vox_es https://t.co/4wDfq5f9So",Sant Joan d'Alacant,ES
Bolloh,"@ffdzp7 @sanidadgob Igual yo, ni de este gobierno ni de ninguno de la oposición me parecen todos iguales y yo no so… https://t.co/9t2RJsecG5",Madrid,ES
PilarAlandalus,@Palabradehumor @_InakiLopez_ @julia_otero El gobierno? Será el PP que recortó sanitarios y hospitales para darle a sus amiguitos.,Alcorcón,ES
dml1994,@medicenViru Lo guapo es el desfile de gente cuando dijeron todos los fachas de instalarse telegram. Muchos no sabí… https://t.co/J2ityRASFh,Ubrique,ES
CsNoPorDios,"@psoedeandalucia @Josefislop Esta mintiendo
Esta engañando
Esta desafiando al gobierno
En mayo no habrá bares y el lo sabe",Sevilla,ES
cristinatg13,Somos gilipollas y luego a las 19:00 vamos a hacer una cacerola al gobierno cuando los principales responsables som… https://t.co/NqUZ9rNHxY,Madrid,ES
MARIANHONT,"Como tiene que ser,eso es lo lógico y lo correcto lo contrario gobierno de España",Piélagos,ES
IvanRodado24,"Luego echaréis pestes al gobierno y a los sanitarios por su gestión , panda de anormales",Madrid,ES
PeterPate15,"@RubenSanchezTW @AntonioMaestre Todo lo que no seáis ustedes 
Facistas de izquierda 
Es malo 
Eliminar a la mitad d… https://t.co/y2oSlNq7S6",Sevilla,ES
AndreaLara_21,Los que hacen cacerolada contra el gobierno y luego aplaude a la sanidad pública????,Olías del Rey,ES
jenni_c7,y os quejareis de la mala gestión del gobierno cuando sois unos miserables sin cerebro que os pasáis las normas por… https://t.co/LHKytggTmd,Madrid,ES
Nexus68,@OviedoCapital @ElAguijon_ La culpa la tiene este Gobierno del @PSOE... Esta basura... De LERDOS.,Madrid,ES
Ab_Ortega85,"@JJAguilon Verdad, que buen ojo tiene la derecha oye. Y que boquita para insultar no?",Sevilla,ES
HolaSoyMarge,@eufrii @JuanfraEscudero Cierto. Pero no puedo entender que se le eche la culpa al gobierno de que la gente sea irresponsable 🙄,Barcelona,ES
xxfreire,@2Villalon @Sempre_Cules La solución es tener a partidos fachas que no hagan caso a las normativas aún siendo repre… https://t.co/V45YjXdSFG,Cornellà de Llobregat,ES
andrepeixotod,@triana2020 Mi “miedo” por liberaren el paseo era justo este. La gente no respeta y luego se queja si el gobierno n… https://t.co/BqiPwbgTWj,Madrid,ES
PacoParraMartn1,@QuimTorraiPla si yo fuese el presidente del gobierno os daría a todos los independentistas la saticfacion de tener… https://t.co/WpEMMpPfbO,Écija,ES
ana_purpose,"Viendo como estabas las calles petadas de gente subnormal! Hay que tener cara dura de críticar al gobierno 
🤯",Madrid,ES
manuelromero422,@SergioLopezLei1 Votante de vox hijo de puta porque no has ido a trabajar al campo desgraciado de mierda junto a él… https://t.co/tfpLPnh7bW,Barberà del Vallès,ES
ebneuo,"Ahora vais y culpais al Gobierno de lo irresponsables que hay en este país, yo si fuera Sánchez y tras ver la madur… https://t.co/19OpyRLzez",Orihuela,ES
PilarAlandalus,@Vimoro69 @Libroabierto12 @_InakiLopez_ Y al gobierno lo hubieran apedreado,Alcorcón,ES
laiaiorri,@Josep75031556 De que  de  derechas o de izquierda tu deeeeee,Badalona,ES
Nirty56,Gracias 🙏🏼Gracias por los test al gobierno 🙏🏼 https://t.co/V0dW0vBoX7,Sevilla,ES
noemrtinez,@tomisanchez Te sobra el último hastag. O la irresponsabilidad de algunos adultos (que acusaban al Gobierno de no d… https://t.co/HpmvqxlXQS,Eivissa,ES
jacquiperezla,@JavierB14397545 Dimite tu el gobierno lo está haciendo bien por eso la OMNS ha dado la enhorabuena a Pedro Sánchez… https://t.co/AhnvzN67EV,Valladolid,ES
juliocrubio,"Dejemos de juzgar a las personas por su forma de vestir. Porque puedes vestir de marca y votar a la izquierda, como… https://t.co/FiBXeqcrsA",Madrid,ES
trumpllo,@ZZPAFF3 @SChiringuitos @pablocasado_ La derecha de Madrid a contado la verdad? Por que aparecieron los fallecidos… https://t.co/v46Rml5EB5,Coín,ES
andrepeixotod,@pablocasado_ estuvo muy pesado cuestionando al gobierno sobre la salida de los niños. Resultado? Aglomeración de p… https://t.co/rr8YWYPAhu,Madrid,ES
PilarAlandalus,"@rosira_rosi @_InakiLopez_ @AntonioCruzE Según ello el gobierno miente, se equivoca y todo lo hace mal. Cuando Azna… https://t.co/Wg0j6ubNkb",Alcorcón,ES
ElGranPlacton,"@HiragaApau @03690jul https://t.co/rFtMS887Lc › mat...
La matanza de Tiananmen, el gran tabú del gobierno chino - La Vanguardia",Madrid,ES
Emilio65681639,"@FerAguilarL @PabloIglesias @SextaNocheTV Los sanitarios están hartos de aplausos, lo que quieren es un gobierno ef… https://t.co/3xVyAMIQJ4",Córdoba,ES
13_Slore,"Os quejabais de los obreros y la culpa la van a tener los padres. 
Ah! No, es del gobierno de @sanchezcastejon siem… https://t.co/v6PgUpkxSh",Madrid,ES
eliasgpc01,No podéis culpar al gobierno de que seáis gilipollas,Madrid,ES
jacquiperezla,#AplausoSanitario desde qué los fachas han descubierto como se escribe un twes están muy pesados cuantas elecciones… https://t.co/cUe6XLKgHP,Valladolid,ES
bustidink,@fotoroalvarado Por cierto lo q ocurre en España es una crisis POLÍTICA. Tenemos un gobierno autoritario y todavía… https://t.co/xWDl5LWLye,Galapagar,ES
trumpllo,@SomenSalva @HeiwaPaz @pablocasado_ Pues que estaría el PP en el Gobierno,Coín,ES
AnaCasa49146956,"Nooo sólo a Sánchez, a Iglesias y a ti por sectario",Madrid,ES
Daviidrodi,"vuestra irresponsabilidad como ciudadanos es también culpa de Pedro Sanchez, ¿no?",Pontevedra,ES
Maria_MartinM,"@Luis_Endera Pues en la foto de la derecha hay un par de ellos con un ""podemipolo"". Ojo.",Jerez de la Frontera,ES
PeterPate15,@PSOE No votar,Sevilla,ES
AnnieMejias,Mira que el #GobiernoDeEspana es un circo pero los ciudadanos #españoles son igual o más de gilipollas #ninosenlacalle,Sant Andreu de Llavaneres,ES
